a.id,a.firstname,a.lastname,a.gender,a.birthdate,a.deathdate,a.birthplace,a.deathplace,a.nationality
8580,Manlio,Martinelli,M,1884-01-01,1974-01-01,Livorno,Pisa,IT
8581,Ezio,Marzi,M,1875-01-01,1955-01-01,Florence,Florence,IT
8582,Antonio,Salvetti,M,1854-01-01,1931-01-01,Colle di Val d'Elsa,Colle di Val d'Elsa,IT
8583,Adolfo,Tommasi,M,1851-01-01,1933-01-01,Livorno,Florence,IT
8584,Giuseppe,Viner,M,1875-01-01,1925-01-01,Seravezza,Seravezza,IT
8585,Edward Atkinson,Hornel,M,1864-01-01,1933-01-01,Bacchus Marsh,Kirkcudbright,GB
8586,Constance,Halford,F,1865-01-01,0000-01-01,London,,GB
8588,Kazimierz,Stabrowski,M,1869-01-01,1929-01-01,Novogrudok,Garwolin,PL
8589,John Shenton,Eland,M,1872-01-01,1933-01-01,Market Harborough,New York,GB
8590,Guy,Wilthew,M,1876-01-01,1920-01-01,Beckenham,"Faouët, le",GB
8592,Emmet,Brady,M,0000-01-01,0000-01-01,,,
8593,,Clodion,M,1738-01-01,1814-01-01,Nancy,Paris,FR
8594,Adrien,Dauzats,M,1804-01-01,1868-01-01,Bordeaux,Paris,FR
8595,Wilhelm,Bernatzik,M,1853-01-01,1906-01-01,Mistelbach,Hinterbrühl,AT
8596,Josef,Vaic,M,1884-01-01,1961-01-01,Domoušice,Prague,CZ
8597,Roger,Bissière,M,1886-01-01,1964-01-01,Villeréal,Marminiac,FR
8598,Claude,Rameau,M,1876-01-01,1955-01-01,Bourbon-Lancy,Saint-Thibault,FR
8601,Paul,Berthier,M,1879-01-01,1916-01-01,Rueil-Malmaison,,FR
8602,Joseph,Garibaldi,M,1863-01-01,1941-01-01,Marseilles,Marseilles,FR
8604,Laura,Kriesch,F,1879-01-01,1966-01-01,Budapest,Gödöllő,HU
8605,Charles-Léon,Godeby,M,1866-01-01,1952-01-01,Rennes,Quimper,FR
8606,Vojtěch,Preissig,M,1873-01-01,1944-01-01,Světec,Dachau,CZ
8607,Germain de,Mellanville,M,1874-01-01,1915-01-01,Paris,L'Epine-de-Védégrange,FR
8608,Joseph Jacques Dasial de,La Nézière,M,1873-01-01,1944-01-01,Bourges,Casablanca,FR
8609,Leo,Diet,M,1857-01-01,1942-01-01,Prague,Graz,AT
8611,Robert,Schreyer,M,0000-01-01,0000-01-01,,,
8612,Carla,Undi,F,1881-01-01,1955-01-01,Trnava,Budapest,HU
8613,Ferenc,Sidló,M,1882-01-01,1953-01-01,Budapest,Budapest,HU
8614,Serafino,Macchiati,M,1861-01-01,1916-01-01,Camerino,Paris,IT
8615,Eugène,Verboeckhoven,M,1799-01-01,1881-01-01,Warneton,Schaerbeek,BE
8616,Mario,De Maria,M,1852-01-01,1924-01-01,Bologna,Venice,IT
8617,Cyril,Roberts,M,1871-01-01,1949-01-01,Uxbridge,,GB
8618,Jules,Breton,M,1827-01-01,1906-01-01,Courrières,Paris,FR
8619,Harry Clayton,Adams,M,1876-01-01,1956-01-01,,,GB
8620,Nina,Witherow,F,0000-01-01,0000-01-01,,,
8621,Lilian,Edmonds,M,0000-01-01,0000-01-01,,,GB
8622,,Guardi,,0000-01-01,0000-01-01,,,
8623,Mary,Groves,F,0000-01-01,0000-01-01,,,GB
8625,Paula,Gellibrand,F,0000-01-01,0000-01-01,,,
8626,Dorothy,Drabble,F,0000-01-01,0000-01-01,,,
8627,Mabel,Parmenter,F,0000-01-01,0000-01-01,,,
8628,William Samuel,Parkyn,M,1875-01-01,1949-01-01,Blackheath,,GB
8629,Charles Alban,Wallis,M,1873-01-01,1945-01-01,,,GB
8630,Henry F. W.,Ganz,M,1864-01-01,1947-01-01,,,GB
8631,John Russell,Greig,M,1870-01-01,1962-01-01,Aberdeen,,GB
8632,Edmund William,Greacen,M,1877-01-01,1949-01-01,New York,New York,US
8633,Vladislaw,Granzow,M,1887-01-01,1949-01-01,Warsaw,Krakow,PL
8634,Alex. J.,Mavrogordato,M,1860-01-01,1947-01-01,Manchester,,
8635,Cecil J.,Webb,M,0000-01-01,0000-01-01,,,GB
8636,Arthur George,Bell,M,1848-01-01,1916-01-01,London,London,GB
8637,Ruth,Latter,F,1869-01-01,1949-01-01,,,GB
8638,Thomas E.,Francis,M,1873-01-01,1961-01-01,,,GB
8639,Paul Michel,Dupuis,M,1869-01-01,1949-01-01,,,
8640,M.,Cooper-Brown,,0000-01-01,0000-01-01,,,
8641,F.,Neville Jennings,,0000-01-01,0000-01-01,,,
8642,Maurice de,Groot,,0000-01-01,0000-01-01,,,
8643,Monica,Mullins,F,0000-01-01,0000-01-01,,,
8644,Ronald James,Murray,M,0000-01-01,0000-01-01,,,
8645,Frederick,Marriott,M,1860-01-01,1941-01-01,Stoke-on-Trent,London,GB
8646,R. Borlase,Smart,M,1881-01-01,1947-01-01,Kingsbridge,Saint Ives,GB
8647,A.,Payne Garnett,M,1876-01-01,1909-01-01,,,GB
8648,Archibald Stevenson,Forrest,M,1869-01-01,1963-01-01,Greenwich,,GB
8649,José,Salís Camino,M,1863-01-01,1926-01-01,Santoña,Irún,ES
8650,Oswald Hornby Joseph,Birley,M,1880-01-01,1952-01-01,Auckland,London,GB
8651,Thomas,Hodgson Liddell,M,1860-01-01,1925-01-01,Edinburgh,London,GB
8652,Jessie,Holliday,F,1884-01-01,1915-01-01,,Nantucket,GB
8654,Harold,Goldthwait,M,1869-01-01,1932-01-01,,London,GB
8655,Henry Samuel,Merritt,M,1884-01-01,1963-01-01,,,GB
8656,Florence,Metcalfe,F,0000-01-01,0000-01-01,,,GB
8657,Thomas,Todd Blaylock,M,1876-01-01,1929-01-01,Dumfries,Salisbury,GB
8658,Olive,Hockin,F,1880-01-01,1936-01-01,,,
8659,William,Hoggatt,M,1880-01-01,1961-01-01,Lancaster,,GB
8660,Louise,Jopling,F,1843-01-01,1933-01-01,Manchester,Chesham Bois,GB
8661,Edmund Hodgson,Smart,M,1873-01-01,1942-01-01,Alnwick,London,GB
8662,1,unknown,,0000-01-01,0000-01-01,,,
8663,William A.,Stewart,M,1882-01-01,1953-01-01,Ilkley,High Wycombe,GB
8664,Percy F. S.,Spence,M,1868-01-01,1933-01-01,Sydney,London,AU
8665,Richard,Jack,M,1866-01-01,1952-01-01,Sunderland,Montreal,GB
8666,Florence,Pash,F,1862-01-01,1951-01-01,London,,GB
8667,Harold,Speed,M,1872-01-01,1957-01-01,London,London,GB
8668,Charles,Somerville,M,1870-01-01,1939-01-01,Falkirk,,GB
8669,Laurence,Carrington Grubbe,M,1855-01-01,1912-01-01,Southwold,London,GB
8670,Marion,Saumarez,F,1885-01-01,1978-01-01,London,Cambridge,GB
8671,Maud L.,Guyer,F,0000-01-01,0000-01-01,,,
8672,Lionel,Walden,M,1861-01-01,1933-01-01,"Norwich, Connecticut",Chantilly,US
8673,Fannie,Moody,F,1861-01-01,1948-01-01,London,,GB
8674,Maud,Schloesser,F,1895-01-01,1914-01-01,,,GB
8675,Ernest,Lloyd Jones,M,1873-01-01,0000-01-01,,,
8676,Zabelle Catherine,Boyajian,F,1873-01-01,1957-01-01,Diyarbakır,London,AM
8677,Lionel Townsend,Crawshaw,M,1864-01-01,1948-01-01,Doncaster,Trusham,GB
8678,Frank Proschwitzky,Freyburg,M,1862-01-01,1940-01-01,Stettin,,GB
8679,Harry Thomas Rymer St. John,Joyner,M,0000-01-01,0000-01-01,,,
8680,Parke,Curtis Dougherty,M,1867-01-01,0000-01-01,Philadelphia,,US
8681,Reginald George,Jennings,M,1872-01-01,1930-01-01,,,
8682,Kate,Sargint,F,0000-01-01,0000-01-01,,,
8683,John B.,Noel,M,0000-01-01,0000-01-01,,,
8684,Elizabeth M.,Brebner,F,0000-01-01,0000-01-01,,,
8685,Robert,Fowler,M,1853-01-01,1926-01-01,Anstruther,Liverpool,GB
8686,Omar,Khayyam,M,0000-01-01,0000-01-01,,,
8687,I. Eva,Johnston,F,0000-01-01,0000-01-01,,,
8688,Edward Charles,Loveland Cock,M,0000-01-01,0000-01-01,,,GB
8689,Paul,Greville Hudson,M,1876-01-01,1960-01-01,London,,GB
8690,Thomas Charles,Larbalestier,M,1861-01-01,1930-01-01,Jersey island,,GB
8691,John Chapman,Wallis,M,0000-01-01,0000-01-01,,,
8692,Alfred J.,Hulme,M,0000-01-01,0000-01-01,,,GB
8693,Henry Eugene,Compton,M,0000-01-01,0000-01-01,,,GB
8694,Nikolaj Viktorovich,Gagarin,M,1873-01-01,1925-01-01,Moscow,Nice,RU
8695,Josephine H. J.,White,F,1823-01-01,0000-01-01,,,GB
8696,Grace Marion,Collcutt,F,1875-01-01,1954-01-01,Hammersmith,,GB
8697,Hans,Schleger,M,1898-01-01,1976-01-01,Kempen,London,GB
8698,Frederick Howard,Michael,M,1865-01-01,1936-01-01,,,GB
8699,Henry Mowbray,Howard,M,1873-01-01,1953-01-01,"Washington, D.C.",Kensington,US
8700,Thomas Martine,Ronaldson,M,1881-01-01,1942-01-01,Edinburgh,London,GB
8702,Maurice,Halay,M,1864-01-01,1934-01-01,Les Andelys,Belle-Île,FR
8703,Josephine,Preston,F,0000-01-01,0000-01-01,,,
8704,Violet,Newton,F,0000-01-01,0000-01-01,,,
8705,George Charles,Francis,M,1860-01-01,1940-01-01,,,GB
8706,Amy J.,Drucker,F,1873-01-01,1951-01-01,Hampstead,London,GB
8707,Thomas W.,Holgate,M,1869-01-01,1953-01-01,Lancashire,,GB
8708,Frederick James,Hackman,M,1873-01-01,1965-01-01,,,
8709,George James,Coates,M,1869-01-01,1930-01-01,Melbourne,London,AU
8710,Effie W.,Smith,F,0000-01-01,0000-01-01,,,
8711,Jules de,Goncourt,M,1830-01-01,1870-01-01,Paris,Paris,FR
8712,Alfred Emile,Mery,M,1824-01-01,1896-01-01,Paris,Paris,FR
8713,Daniel,Urrabieta Vierge,M,1851-01-01,1904-01-01,Madrid,Boulogne-Billancourt,ES
8714,"Jean, the younger",Benner,M,1836-01-01,1906-01-01,Mulhouse,Paris,FR
8715,Tibor,Bottlik,M,1884-01-01,1974-01-01,Bela Crkva,Bocșa,HU
8716,Ferdinand,Zach,M,1868-01-01,1956-01-01,Vienna,Vienna,AT
8717,Georg,Gerlach,M,1874-01-01,1962-01-01,Berlin,Vienna,DE
8718,Hans,Krumhaar,M,1881-01-01,1947-01-01,Vienna,Vienna,AT
8719,Victor Emile,Prouvé,M,1858-01-01,1943-01-01,Nancy,Sétif,FR
8720,Hans,Katzler,M,1881-01-01,1952-01-01,Vienna,Vienna,AT
8721,Viktor,Beranek,M,1863-01-01,1910-01-01,Vienna,Vienna,AT
8722,Eugenio,Cecconi,M,1842-01-01,1903-01-01,Livorno,Florence,IT
8723,Tranquillo,Cremona,M,1837-01-01,1878-01-01,Pavia,Pavia,IT
8724,Filippo,Palizzi,M,1818-01-01,1899-01-01,Vasto,Naples,IT
8725,Telemaco,Signorini,M,1835-01-01,1901-01-01,Florence,Florence,IT
8726,Cristiano,Banti,M,1824-01-01,1904-01-01,Santa Croce Sull'Arno,Florence,IT
8727,Adriano,Cecioni,M,1836-01-01,1886-01-01,Fontebuona di Vaglia,Florence,IT
8728,Antonio,Ciseri,M,1821-01-01,1891-01-01,Ronco Scrivia,Florence,IT
8729,Nicolò,Barabino,M,1832-01-01,1891-01-01,San Pier d'Arena,Florence,IT
8730,Domenico,Morelli,M,1823-01-01,1901-01-01,Naples,Naples,IT
8731,Stefano,Ussi,M,1822-01-01,1901-01-01,Florence,Florence,IT
8732,Giuseppe,Moricci,M,1806-01-01,1879-01-01,Florence,Florence,IT
8733,Amos,Cassioli,M,1832-01-01,1891-01-01,Asciano,Florence,IT
8734,Francesco,Vinea,M,1845-01-01,1902-01-01,Forlì,Florence,IT
8735,Giuseppe,Abbati,M,1836-01-01,1868-01-01,Naples,Florence,IT
8736,Vincenzo,Cabianca,M,1827-01-01,1902-01-01,Verona,Rome,IT
8737,Giuseppe,Palizzi,M,1812-01-01,1888-01-01,Lanciano,Paris,IT
8738,Antonio,Fontanesi,M,1818-01-01,1882-01-01,Reggio nell'Emilia,Turin,IT
8739,Domenico,Baccarini,M,1883-01-01,1907-01-01,Faenza,Faenza,IT
8740,Giovanni,Muzzioli,M,1854-01-01,1894-01-01,Modena,Modena,IT
8741,Michele,Gordigiani,M,1830-01-01,1909-01-01,Florence,Florence,IT
8742,Farruffini,Federigo,M,1831-01-01,1869-01-01,Sesto Fiorentino,Perugia,IT
8743,Jan,Bulas,M,1878-01-01,1917-01-01,"Poręba Wielka, Limanowa County",,PL
8744,Grete,Brzezowsky,F,1878-01-01,1929-01-01,Vienna,Vienna,AT
8745,Friedrich,Koch,M,0000-01-01,0000-01-01,,,
8746,Adolf,Wolf-Rothenhan,M,1868-01-01,1953-01-01,Brno,Vienna,
8747,Emil,Pacovský,M,1879-01-01,1948-01-01,Uhlířské Janovice,Prague,CZ
8748,Silvestro,Lega,M,1826-01-01,1895-01-01,Modigliana,Firenze,IT
8749,Antonio,Puccinelli,M,1822-01-01,1897-01-01,Castelfranco di Sotto,Florence,IT
8750,Antonio,Bortone,M,1847-01-01,1938-01-01,Lecce,Lecce,IT
8751,Luigi,Sbolgi,M,0000-01-01,1870-01-01,,,IT
8752,Giovanni,Focardi,M,1842-01-01,1903-01-01,Florence,Florence,IT
8753,Pointeau,Stanislao,M,1833-01-01,1907-01-01,Florence,Pisa,IT
8754,Annibale,Gatti,M,1828-01-01,1909-01-01,Forlì,Florence,IT
8755,Odoardo,Borrani,M,1833-01-01,1905-01-01,Pisa,Florence,IT
8756,Adeodato,Malatesta,M,1806-01-01,1891-01-01,Modena,Modena,IT
8757,Bernardo,Celentano,M,1835-01-01,1863-01-01,Naples,Rome,IT
8758,Lorenzo,Gelati,M,1824-01-01,1893-01-01,Florence,Florence,IT
8759,Raffaello,Sernesi,M,1838-01-01,1866-01-01,Florence,Bolzano,IT
8760,,La Monica,M,0000-01-01,0000-01-01,,,
8761,Giacomo di,Chirico,M,1844-01-01,1884-01-01,Venosa,Naples,IT
8762,Mosè,Bianchi,M,1840-01-01,1904-01-01,Monza,Monza,IT
8763,Giuseppe de,Nittis,M,1846-01-01,1884-01-01,Barletta,Saint-Gérmain-en-Laye,IT
8764,Felice,Giordano,M,1880-01-01,1964-01-01,Naples,Naples,IT
8765,Francesco Saverio,Altamura,M,1822-01-01,1918-01-01,Foggia,Naples,IT
8766,Serafino de,Tivoli,M,1826-01-01,1892-01-01,Livorno,Florence,IT
8767,Giovanni,Costa,M,1826-01-01,1903-01-01,Rome,Marina di Pisa,IT
8768,Diego,Martelli,M,1839-01-01,1896-01-01,Florence,Florence,IT
8769,François,Vernay,M,1821-01-01,1896-01-01,Lyon,Lyon,FR
8770,Odoardo,Lalli,M,1829-01-01,1909-01-01,Rome,Florence,IT
8771,Gerolamo,Induno,M,1827-01-01,1890-01-01,Milan,Milan,IT
8772,Bohumil,Hübschmann,M,1878-01-01,1961-01-01,Prague,Prague,CZ
8773,Dušan,Jurkovič,M,1868-01-01,1947-01-01,Slovakia,Bratislava,SK
8774,Arnošt,Hofbauer,M,1869-01-01,1944-01-01,Prague,Prague,CZ
8775,Émile,Brunet,M,1869-01-01,1943-01-01,Bordeaux,Bordeaux,FR
8776,Ludwik,Strimpl,M,1880-01-01,1937-01-01,Prague,Prague,CZ
8777,Eugène Henri,Cauchois,M,1850-01-01,1911-01-01,Rouen,Paris,FR
8778,Edouard,Cremieux,M,1856-01-01,1944-01-01,Marseilles,Auschwitz,FR
8779,Albert,Dagnaux,M,1861-01-01,1933-01-01,Paris,Mantes-la-Jolie,FR
8780,Frantisek,Kavan,M,1866-01-01,1941-01-01,Víchovská Lhota,Libuň,CZ
8781,Edmond,Debon,M,1846-01-01,1922-01-01,Condé-sur-Noireau,Paris,FR
8783,Auguste Joseph,Delecluse,M,1855-01-01,1928-01-01,Roubaix,Paris,FR
8784,Auguste Théodore,Desch,M,1877-01-01,1924-01-01,Nancy,Laxou,FR
8785,Jan Angelo,Zeyer,M,1878-01-01,1945-01-01,Prague,Prague,CZ
8786,,Di Marzo,,0000-01-01,0000-01-01,,,
8787,H.,Dreyfus,,0000-01-01,0000-01-01,,,
8788,,Etienne,,0000-01-01,0000-01-01,,,
8789,Caroline,Feuillas,F,1861-01-01,0000-01-01,Paris,,FR
8790,Jules,Gélibert,M,1834-01-01,1916-01-01,Bagnères-de-Bigorre,Capbreton,FR
8791,Niels,Bjerre,M,1864-01-01,1942-01-01,Engbjerg Sogn,Frederiksberg,DK
8793,Poul Simon,Christiansen,M,1855-01-01,1933-01-01,Fyn,Copenhagen,DK
8794,Karolina,Grabowska,F,1861-01-01,1920-01-01,Łe̜czna,Paris,PL
8795,Albert,Gottschalk,M,1866-01-01,1906-01-01,Stege,Copenhagen,DK
8796,Johannes Martin,Grimelund,M,1842-01-01,1917-01-01,Christiania (Oslo),Garches,NO
8797,,Guignet,,0000-01-01,0000-01-01,,,
8798,Charles,Guilloux,M,1886-01-01,1946-01-01,Paris,Lormes,FR
8799,Suzette,Holten,F,1863-01-01,1937-01-01,Copenhagen,Copenhagen,DK
8800,Carl,Jenssen,M,1887-01-01,1961-01-01,Copenhagen,Tibirke,DK
8801,Tycho,Jessen,M,1870-01-01,1921-01-01,Frederiksberg,Saunte,DK
8802,2,unknown,,0000-01-01,0000-01-01,,,
8803,,Kreder,,0000-01-01,0000-01-01,,,
8804,Maurice,Larue,M,1861-01-01,1935-01-01,Bordeaux,Bordeaux,FR
8805,Elodie,La Villette,F,1848-01-01,1917-01-01,Strasbourg,Saint-Pierre-Quiberon,FR
8806,Theodor Esbern,Philipsen,M,1840-01-01,1920-01-01,Copenhagen,Copenhagen,DK
8807,Walter,James,M,0000-01-01,0000-01-01,,,
8808,Middleton,Jameson,M,1851-01-01,1919-01-01,Edinburgh,London,GB
8809,Winifred,Cooper,F,1879-01-01,1931-01-01,Cheltenham,Warsaw,GB
8810,Effie A.,Jardine,F,0000-01-01,1913-01-01,,,
8811,Kenneth J. M.,Teesdale,M,1883-01-01,0000-01-01,,,GB
8812,Charles,Smith,M,0000-01-01,0000-01-01,,,GB
8813,Susan J.,Bentley,F,0000-01-01,0000-01-01,,,
8814,George,Cameron Douglas,M,1856-01-01,1915-01-01,Inverness,Dundee,GB
8815,Maud,Hogarth Clay,F,1880-01-01,1930-01-01,Plymouth,Plympton,GB
8816,Mabel S.,Luck,F,0000-01-01,0000-01-01,,,
8817,Gabriel,Thompson,M,1861-01-01,1935-01-01,Bridgwater,,GB
8818,"William, II",Luker,M,1867-01-01,1947-01-01,London,,GB
8819,Katharine,Townsend Newton,F,0000-01-01,0000-01-01,,,
8820,Herbert F.,Royle,M,1870-01-01,1958-01-01,Manchester,,GB
8822,Charlotte Mary,Thompson,F,0000-01-01,0000-01-01,,,
8823,Helena,Gleichen,F,1873-01-01,1947-01-01,London,Cam,GB
8824,Evelyn,McClellan,F,0000-01-01,0000-01-01,,,
8825,Joseph,Longhurst,M,1874-01-01,1922-01-01,Brighton,Cranleigh,GB
8826,William Alister,MacDonald,M,1861-01-01,1948-01-01,,Moorea,GB
8827,J. Alfonso,Toft,M,1871-01-01,1964-01-01,Birmingham,,GB
8828,Byron,Cooper,M,1850-01-01,1933-01-01,Manchester,Bowdon,GB
8829,Franz Xaver,Messerschmidt,M,1736-01-01,1783-01-01,Wiesensteig,Bratislava,AT
8830,William Joseph,Warren,M,1853-01-01,1931-01-01,Falmouth,Epsom,GB
8831,Percy Morton,Teasdale,M,1870-01-01,1961-01-01,Garforth,,GB
8832,Marcel Philippe,Roll,M,1881-01-01,0000-01-01,Paris,,FR
8833,Helen G.,Tabor,F,0000-01-01,0000-01-01,,,
8834,Somerled,Macdonald,M,1868-01-01,1948-01-01,,,GB
8835,René,Olivier,M,1874-01-01,1962-01-01,Elbeuf,Collonges-la-Rouge,FR
8836,Vere,Donnithorne,F,0000-01-01,0000-01-01,,,
8837,M.,Maimon,,0000-01-01,0000-01-01,,,
8838,Arthur,Ellis,M,1856-01-01,1918-01-01,London,,GB
8839,George Leon,Little,M,1862-01-01,1941-01-01,London,,GB
8840,Guy,Lipscombe,M,1881-01-01,1952-01-01,,,GB
8841,"Alfred, II",Priest,M,1874-01-01,1929-01-01,Harborne,London,GB
8843,Mary,Creighton,F,0000-01-01,0000-01-01,,,
8844,Thomas,Barrett,M,1845-01-01,1924-01-01,Nottingham,Nottingham,GB
8845,Arthur,Watson Hyde-Pinion,M,1878-01-01,1961-01-01,,,GB
8846,Karl Alexander,Wilke,M,1879-01-01,1954-01-01,Leipzig,Vienna,DE
8847,Winnie,MacEwan,,0000-01-01,0000-01-01,,,
8848,Julius,Robinson,M,0000-01-01,0000-01-01,,,
8849,Marmaduke C. William,Flower,M,1849-01-01,1910-01-01,,Ballycastle,IE
8850,James Thomas,Watts,M,1853-01-01,1930-01-01,Birmingham,Liverpool,GB
8851,Arthur,Warton Henley,M,0000-01-01,1908-01-01,,,
8852,Edith Maud,Ellis,F,0000-01-01,0000-01-01,,,
8853,Edith E.,Harmar,F,0000-01-01,0000-01-01,,,
8854,E. Grace Mitchell,Henry,F,1868-01-01,1953-01-01,Peterhead,Dublin,GB
8855,Carl Leopold,Hollitzer,M,1874-01-01,1942-01-01,Bad Deutsch Altenburg,Rekawinkel,AT
8856,Joseph,Heu,M,1876-01-01,1952-01-01,Maribor,Ampleforth,AT
8857,Théodore,Baldocchi,M,1868-01-01,1951-01-01,Toulouse,Toulouse,FR
8860,Henry,Gerard,M,1860-01-01,1925-01-01,Toulouse,Martigues,FR
8861,Henri Adolphe Louis,Laurent,M,1830-01-01,0000-01-01,Valenciennes,,FR
8862,Alexandre Félix,Leleu,M,1871-01-01,1937-01-01,Vicoigne,Paris,FR
8863,Gustave,Lemaitre,M,1860-01-01,1920-01-01,Marseilles,Algiers,FR
8864,Georges,Le Meilleur,M,1861-01-01,1945-01-01,Rouen,Amfreville-la-Mi-Voie,FR
8865,Joseph,Le Pan de Ligny,F,1868-01-01,1908-01-01,Guignen,Saint-Haon-le-Vieux,FR
8866,George,Marcolescu,M,1870-01-01,0000-01-01,București,,
8867,Alexandre Charles,Masson,M,0000-01-01,0000-01-01,,,FR
8868,Gabriel Emile Edouard,Nicolet,M,1856-01-01,1921-01-01,Pons,Villefranche-sur-Mer,FR
8869,Louis,Parturier,M,1864-01-01,1944-01-01,Paris,Paris,FR
8870,E.,Preys,,0000-01-01,0000-01-01,,,
8871,Alfred,Renaudin,M,1866-01-01,1944-01-01,Raon-l'Étape,,FR
8872,,Rondeleux,,0000-01-01,0000-01-01,,,
8873,Charles,Royer,M,1848-01-01,1920-01-01,Langres,,FR
8874,J.-C.,Russel,,0000-01-01,0000-01-01,,,
8875,,Salaun,,0000-01-01,0000-01-01,,,
8876,,Saraben,,0000-01-01,0000-01-01,,,
8877,Auguste Férédric Pierre,Sézille des Essarts,M,1867-01-01,0000-01-01,Noyon,,FR
8878,Jan van,Beers,M,1852-01-01,1927-01-01,Lier,Fay-aux-Loges,BE
8879,Jan Emiel van,Cauwelaert,M,1860-01-01,1907-01-01,Ghent,Ghent,BE
8880,,Touzé,,0000-01-01,0000-01-01,,,
8881,,Vanhollebeke,,0000-01-01,0000-01-01,,,
8882,van,Melle,,0000-01-01,0000-01-01,,,
8883,,Wolff,,0000-01-01,0000-01-01,,,
8884,Ferdinand-Sigismund,Bac,M,1859-01-01,1952-01-01,Stuttgart,Compiègne,FR
8885,,Bianco,,0000-01-01,0000-01-01,,,
8886,Emile,Cottin,M,0000-01-01,0000-01-01,,,FR
8887,Henri Patrice,Dillon,M,1851-01-01,1909-01-01,San Francisco,Paris,FR
8888,,Cohlob,,0000-01-01,0000-01-01,,,
8889,,Coutant,,0000-01-01,0000-01-01,,,
8890,,Delignières,,0000-01-01,0000-01-01,,,
8891,Marie Adolphe Eduoard Moderat D',Otemar,M,0000-01-01,0000-01-01,,,FR
8892,J.,Enpain,,0000-01-01,0000-01-01,,,
8893,Jacques D',Otémar,M,1881-01-01,1952-01-01,Neuilly-sur-Seine,Paris,FR
8894,František,Bílek,M,1872-01-01,1941-01-01,Chýnov u Tábora,Chýnov u Tábora,CZ
8895,Grégoire-Nicolas,Finez,M,1884-01-01,1975-01-01,Saint-Saulve,Menton,FR
8896,Germaine,Février,M,0000-01-01,0000-01-01,,,
8898,Henry,Gerbault,M,1863-01-01,1930-01-01,Châtenay-Malabry,Roscoff,FR
8899,,Fregelan,,0000-01-01,0000-01-01,,,
8900,Charles Théodore,Frère,M,1814-01-01,1888-01-01,Paris,Paris,FR
8901,,Czekierski,,0000-01-01,0000-01-01,,,PL
8902,Ksawery,Dunikowski,M,1875-01-01,1964-01-01,Cracow,Warsaw,PL
8903,Piotr,Krasnodębski,M,1876-01-01,1928-01-01,Borszyn,Warsaw,PL
8904,Henryk,Kuna,M,1885-01-01,1945-01-01,Warsaw,Toruń,PL
8905,Gil,Bear,M,1859-01-01,1931-01-01,Strasbourg,Paris,
8906,James,Kay,M,1858-01-01,1942-01-01,Lamlash,Denbighshire,GB
8907,Michel,Korochansky,M,1866-01-01,1925-01-01,Odessa,Montigny-sur-Loing,FR
8908,Tadeusz,Okoń,M,1872-01-01,1957-01-01,Błażowa,Cracow,PL
8909,,Legay,,0000-01-01,0000-01-01,,,
8910,,Levert,,0000-01-01,0000-01-01,,,
8911,,Lourdey,,0000-01-01,0000-01-01,,,
8912,,Lucienni,,0000-01-01,0000-01-01,,,
8914,Ludwik,Puget,M,1877-01-01,1942-01-01,Cracow,Auschwitz,PL
8915,Michail Fedorovič,Šemjakin,M,1875-01-01,1944-01-01,Moscow,Moscow,RU
8916,,Manus,,0000-01-01,0000-01-01,,,
8917,,Mahut,,0000-01-01,0000-01-01,,,
8918,Émile Pierre,Metzmacher,M,1815-01-01,1890-01-01,Paris,Paris,FR
8919,,Monjon-Gauvin,,0000-01-01,0000-01-01,,,
8921,Albert,Robida,M,1848-01-01,1926-01-01,Compiègne,Neuilly-sur-Seine,FR
8922,Georges Albert Étienne,Belnet,M,1876-01-01,0000-01-01,Dijon,,FR
8923,C.,Belot,,0000-01-01,0000-01-01,,,
8924,Pedro,Blanes Viale,M,1878-01-01,1926-01-01,Mercedes,Montevideo,UY
8925,,Rogier,,0000-01-01,0000-01-01,,,
8926,Octave Alfred,Saunier,M,1838-01-01,1904-01-01,Montrouge,Bourron-Marlotte,FR
8927,,Schmitt,,0000-01-01,0000-01-01,,,
8928,Paul Adrien,Bouroux,M,1878-01-01,1967-01-01,Charleville-Mézières,Paris,FR
8929,,Widhof,,0000-01-01,0000-01-01,,,
8930,Emile,Cagniart,M,1851-01-01,1911-01-01,Paris,Paris,FR
8931,Charles-Auguste,Edelmann,M,1879-01-01,1950-01-01,Soultz-sous-Forêts,Paris,FR
8932,Paul de,Frick,M,1864-01-01,1935-01-01,Paris,Paris,FR
8933,Eugène,Galien,M,1854-01-01,1941-01-01,Paris,Chérence,FR
8934,Charles André,Igounet de Villers,M,1881-01-01,1944-01-01,Paris,Paris,FR
8935,Charles,Jacquemot,M,1879-01-01,1946-01-01,Tours,Paris,FR
8936,Mathurin,Janssaud,M,1857-01-01,1940-01-01,Manosque,,FR
8937,,Lemaitre,,0000-01-01,0000-01-01,,,FR
8938,André,Mantelet-Martel,M,1876-01-01,1953-01-01,Pontoise,,FR
8939,Robert,Mortier,M,1877-01-01,1940-01-01,Nice,Paris,FR
8940,,Pavil,,0000-01-01,0000-01-01,,,
8941,A.,Pierson,,0000-01-01,0000-01-01,,,FR
8942,Povl,Jerndorff,M,1885-01-01,1933-01-01,Copenhagen,Copenhagen,DK
8943,Carl Sigurd,Schon,M,1876-01-01,0000-01-01,Christiania (Oslo),,NO
8944,Richard,Novák,M,0000-01-01,0000-01-01,,,CZ
